id	name	type
6a64e217-0078-43c6-b5f3-37092adb993b	TransmuteControl	AlchemyRecipeSO
4c1f5817-a492-4c0e-9e31-304c84a80a69	TransmuteForceBark	AlchemyRecipeSO
202ea965-60d2-42c5-87f9-bf07992005f8	TransmuteHexsteel	AlchemyRecipeSO
dd086dcc-47fd-43d3-b84c-c352e3f585d4	TransmuteIronwood	AlchemyRecipeSO
67ecf960-61ab-48ac-9568-5e1712d0aaac	TransmuteKnowledge	AlchemyRecipeSO
625d1f0a-5cb4-4e18-a639-18a309101513	TransmuteLife	AlchemyRecipeSO
b535cd44-3314-429c-8ed8-e3ac57de87ae	TransmuteParchment	AlchemyRecipeSO
75e2d397-b056-4e0b-b8ef-6d34df396c9f	TransmutePsi	AlchemyRecipeSO
0c67fe4d-ccba-43c9-a695-7a66bed7003a	TransmuteSkill	AlchemyRecipeSO
d76af0b3-cc2d-4817-895e-f1897f810907	TransmuteSpace	AlchemyRecipeSO
3728f4ed-a2a2-4833-84e2-768728f0b34d	TransmuteSpark	AlchemyRecipeSO
da18dd91-9e10-4035-bff4-5949c98af41a	TransmuteThaumaturgy	AlchemyRecipeSO
1f822e98-389d-4a63-a87b-82b757a2d856	TransmuteWater	AlchemyRecipeSO
2bcf22df-ed8f-4944-bca1-b19009b64221	TransmuteWood	AlchemyRecipeSO
f9c93e42-e9e8-4fe3-a1f3-5aec5430b5c2	Alchemy	AlchemyTypeSO
d2947f69-d989-465d-8159-204285ed57be	Brewing	AlchemyTypeSO
7b89d22c-75ae-4945-9356-833382c9a167	Dismantle	AlchemyTypeSO
2ffcbbc4-49a7-45db-b3ae-4a3c57362255	Enchantment	AlchemyTypeSO
32b6b099-19f2-4470-b47b-6c2a8b0388e1	Refinement	AlchemyTypeSO
b42c6192-7d9b-40d0-aa40-3d46a9348e52	Transmutation	AlchemyTypeSO
47b787b9-d4cd-43c8-a7e3-63a1e4e0ae94	Reductive	AlchemyTypeSO
8f258dcc-c39a-4d64-b915-4239e746c49d	Reflective	AlchemyTypeSO
69842862-dfce-4a9e-a73b-f757c72e49dc	Conceptualization	AlchemyTypeSO
6b0b8cae-e000-4060-8d48-61cdd146a97d	BasicAttackAnim	AnimationSO
b80e1583-0be9-489a-a7a2-70a7aeec5325	BasicRayAnim	AnimationSO
1712068d-ca4c-48cd-93e5-331ffc62e64f	BasicResourceGeneration	AnimationSO
3cc4bc3e-1ded-45a4-92ef-037fceddec5f	FireAttackAnim	AnimationSO
8b552790-00a9-4618-aab2-76bfbd76b06e	HealingRayAnim	AnimationSO
d84b61bf-72b4-42bf-9fd0-c4ba6c8f988d	LightningRayAnim	AnimationSO
fd59c2a5-6c6c-4209-8600-9fc24821d138	SlowAttackAnim	AnimationSO
026977c7-9d5e-4762-b67a-8df4163c9a51	AgromancyPowerGroup	AttributeGroupSO
8fb5fcdb-83cf-4d7e-843b-5ed38b906905	AgromancyRefundGroup	AttributeGroupSO
2ca21dd7-da00-4016-a489-21136825bc9d	AgromancySpeedGroup	AttributeGroupSO
a67aa652-8071-457b-8b34-c0bc2adc4c5e	AlchemyDrainGroup	AttributeGroupSO
0861aea1-4f80-45f3-a190-1cac2533e41c	AlchemyPowerGroup	AttributeGroupSO
f73fbe8c-394b-4602-a8f6-95b324b2a793	AlchemySpeedGroup	AttributeGroupSO
d168de6a-6141-42c1-a2dd-49580bf05174	AllAlchemicCapacities	AttributeGroupSO
b096ccd2-7ff4-4ac2-8cc8-da215677e299	AllDurationGroup	AttributeGroupSO
445d64b5-4bfb-4c6c-80ae-5afacf7f245e	AllEchoRatingGroup	AttributeGroupSO
bfed13da-c722-416b-a2fa-a0366a49d156	AllSpecialsGroup	AttributeGroupSO
8a199f0d-48dd-4c3e-840e-d97a1b7dca4b	GlobalSpeedGroup	AttributeGroupSO
9cabe820-71b9-4250-a7a0-3b9e00e03453	GlobalSpeedSpecialGroup	AttributeGroupSO
9185a454-8ef2-418d-96b8-d16d0969e038	LuckEffectGroup	AttributeGroupSO
a743549e-4deb-4072-94b5-46387497e9b2	LuckGroup	AttributeGroupSO
bfef171c-1a90-466d-a8b6-d73519d95048	LuckLimitGroup	AttributeGroupSO
9693082a-9776-4e48-a20c-62de743fe7bc	LuckPenaltyGroup	AttributeGroupSO
eb66964c-9875-4d41-8c71-58cba9ddbdda	ManifestionSpellTypeXp	AttributeGroupSO
435da7eb-0071-40ae-900c-f9b55b4341cc	PhysicalPrecisionGroup	AttributeGroupSO
13f68484-a2db-4e1a-ba90-18de2b0ecacf	PhysicalSpeedGroup	AttributeGroupSO
f01ebcd9-b9bf-45e2-8b69-511f46114424	SpecialResourceReplenish	AttributeGroupSO
1ab06404-18d4-4bca-b86f-f0a8b4552755	AdditionalInformation	AttributeSO
23c6749f-58dd-4979-9474-e13b7f8e7ef7	AlchemyLevel	AttributeSO
a637322d-a1ec-47f4-ac57-ebfaaf22b8d9	AlchemyMasteryLevel	AttributeSO
472ceba4-0001-46f2-ba28-e9963a92ab9d	AlchemyMasteryXp	AttributeSO
c14146eb-0544-4fed-bf9a-3544f6b05d1a	AlertCastingUpgrade	AttributeSO
53102ec0-390c-4f29-81fc-9a8030441fda	AlertDiscoveryTree	AttributeSO
01569613-9272-427c-a3ef-16713579cfcf	AlertResearch	AttributeSO
de0a1c64-827e-4253-8f03-26b82c64a5a2	WorldResetComplete	AttributeSO
0a13f2d2-ab8c-4b4e-be0d-d9b19a469e0d	ArtifactExperience	AttributeSO
b1cc592c-b923-4a3b-b107-28fcfd8cffcf	ArtifactLevel	AttributeSO
8cd82297-c7ce-4991-9f37-006815acb624	ArtifactPower	AttributeSO
1c577a4e-8a53-4367-98c0-985629cfdfda	AttributeCostMod	AttributeSO
630a0a2a-a5f8-4a4a-a570-3c7e4ac5cb78	AugmentResonance	AttributeSO
4589c392-e64b-4045-9b60-2778a0a632ac	AutoAttack	AttributeSO
75f7df45-c3cc-432f-8d73-81e18a2f1378	BonusLevel	AttributeSO
4eb41b81-1103-49aa-ace4-11f9b5533e46	BonusLevelsResearch	AttributeSO
665e43bb-518a-4556-be36-79e05e6aecbc	BonusLevelsResearchFree	AttributeSO
19e5cd81-3445-40b9-a0e5-058bc90ee7e9	Capacity	AttributeSO
805ee437-b83a-4056-96bd-61c902c76eb1	CapacityRate	AttributeSO
49aa64a5-2dd1-48f6-955f-89335d932b5c	Channelled	AttributeSO
c8f0c454-0b5d-4c5d-b91a-e4c0920a72c9	CombatDamage	AttributeSO
fcb90ad4-f927-47d3-86d5-f7f13256d310	CombatEffects	AttributeSO
af01f2b0-097d-45dc-a9c3-a2d7ab93f107	ConsumableBonusLevels	AttributeSO
05f3f222-fac5-458c-a3cd-6c950e5a8326	ConsumablePrepSpeed	AttributeSO
c13b6286-6afa-42d1-b887-05b2f79ca973	Cooldown	AttributeSO
e65d1c0c-939d-4333-b99f-841855ebe328	CooldownSpeed	AttributeSO
bb3cd428-054a-4e36-9f5e-7e83cbd9c5bb	Cost	AttributeSO
efd560a0-b2b2-4acd-978c-f1b9f1955fcd	CostScaling	AttributeSO
f1674981-1a54-4561-b886-f2257c8502ad	CraftingMagnitude	AttributeSO
a50895d9-5951-4273-a859-89809a82d115	CraftingStartingLevel	AttributeSO
af661273-3770-4e50-bf9f-13998b012422	CreateArtifact	AttributeSO
2547d6c2-6659-46dc-ad3e-7f46e80fbf0e	DecayRating	AttributeSO
37c0504f-3849-49f8-99d8-d13e5481d9d9	DecayTime	AttributeSO
02a4902b-f60b-4f1a-bf65-87787a42dff9	Destroy	AttributeSO
89cd43e4-021e-4904-a73d-8b8302004c0d	DrainCost	AttributeSO
00c2f883-cd16-425a-abd9-018513ad8d48	DrainRate	AttributeSO
34106d37-6060-4734-b1bf-ec2ab6b0ae00	Duration	AttributeSO
80b26ec9-be6c-434c-ba6f-8137d6108185	EffectLevel	AttributeSO
477b49c5-9fc5-462f-bca2-c555790de12e	EffectScaling	AttributeSO
399623bf-9407-4c44-8478-b72d5c499d0e	ElementalResonance	AttributeSO
1c3ffe77-c46b-4a38-8dce-3e6bb6f62fb3	EmptyRender	AttributeSO
4ccaea4d-ea5e-4d55-8d5f-65a0c134dccb	Enchantments	AttributeSO
8c30b7b1-d74b-489c-b9a9-dc89a973f722	EnhancedDiscovery	AttributeSO
fc239162-b3f6-4e61-8e38-106d5dd26448	EnhancementAlchemy	AttributeSO
9201f809-2cf5-49f9-b4bc-1939a0568cf7	EnhancementConcept	AttributeSO
569acabf-cb11-49bc-94f0-297ed5110203	EnhancementEquipment	AttributeSO
6c32351d-4bba-457d-ba37-222892584aed	EnhancementGlyph	AttributeSO
2971d73b-f0f5-4c12-b327-6f4a7e7a9911	EnhancementRitual	AttributeSO
c0e51a7d-e5ed-4a41-a445-83a99a780d4f	EnhancementSpell	AttributeSO
bcad6407-3152-408e-908c-33631a28415f	EnhancementTimeRune	AttributeSO
388bfe38-15f0-4264-86a1-c83cc8fbcf3f	Equilibrium	AttributeSO
676dacfd-763b-40f3-a4ca-e296c87a766b	ExperienceRate	AttributeSO
20688dd1-8e79-4cca-a085-efc95849a5be	FreeUsage	AttributeSO
d18a00f8-d5fb-4749-bf8f-9c8e47e05d49	FunctionalCapacity	AttributeSO
dc619b9f-0530-4c7d-96b2-5a73fc0f49bb	GainRate	AttributeSO
50dee667-dec4-47d3-9d9f-f43dd547d5c0	Generation	AttributeSO
b6c86494-b566-48c9-b539-798af78ff417	GenerationMaxPercent	AttributeSO
6aa2b39e-16df-461d-8995-08cbe69ff86a	GenerationRateTime	AttributeSO
a2ee8982-fe61-4738-a91f-7ceef9255942	GenerationSplash	AttributeSO
ef37bdd0-bdf1-44ca-8f33-7a2cad6f733e	GlyphTokenGeneration	AttributeSO
8dd8bf14-0a49-4365-b87c-a5e575353932	GrowthSize	AttributeSO
5fd8d412-e934-408d-8bac-c49fcfd02574	GrowthSpeed	AttributeSO
b254b829-6e5a-4ef6-941e-ff86e7779eda	HarvestErraticQuantity	AttributeSO
74e7eb18-5da6-42e4-a0dc-fb570c6b31b5	HarvestQuality	AttributeSO
06889e58-ebee-4618-9fe0-67731e30658f	HarvestSize	AttributeSO
ebe2162f-c5ad-4f53-8fb6-2ab8d96cef01	HarvestSpeed	AttributeSO
32f5ecd0-f07b-42b8-a7db-709a18a23df3	Info	AttributeSO
b660d2ae-37e0-484f-be94-7dcb9c9237ed	InstanceScaling	AttributeSO
a3846a4c-994a-4c3f-b751-b724adab683a	InsufficientAlchemyReqPenalty	AttributeSO
4752455c-4648-4780-9b18-5cabe254801f	InsufficientAttrReqPenalty	AttributeSO
b408f1fd-74ad-4dfc-a51b-11e4a7b65060	InsufficientEquipmentReqPenalty	AttributeSO
60055317-7693-4258-b7e5-bd29ee936492	InsufficientGlyphReqPenalty	AttributeSO
9274777b-f470-4217-b647-2fc2f39af19f	InsufficientRitualReqPenalty	AttributeSO
c4ab069d-8a18-40ee-ac6f-f348dc4fccf8	InsufficientSpellReqPenalty	AttributeSO
0c68e29e-0627-4e18-b001-d60ddf8e53c9	LearnAlchemy	AttributeSO
01a74875-9fe2-4edf-9ed6-31391ea2fc15	LearnSpell	AttributeSO
ccf7a7f9-bbea-469c-90cc-41ccb81f7206	Level	AttributeSO
8443f058-2faf-4e4e-9922-2edccbb4bac3	AllAttributes	AttributeListVariable
e693cf53-866e-4584-9a29-8046f136c75a	LossRate	AttributeSO
cdea3761-b871-48c1-9ff2-de419b8a5ec3	MasteryExperience	AttributeSO
2a23ab0d-e96b-4d17-82e6-c8843808d58a	MasteryLevel	AttributeSO
bc010c32-56dc-4179-b6d7-561959d929f4	MaxStacks	AttributeSO
1f00704e-30e7-4e28-8c32-2467556df2d3	MaxUsage	AttributeSO
dcb29c95-4a7d-4cc8-8d32-67afc154dc7e	OptimalOutputLevel	AttributeSO
788734de-f8c6-4380-8021-b23b767ad13b	Persistent	AttributeSO
c1e26046-3cc6-4c1d-839d-8b28278f8481	PlotNodeAvailableActions	AttributeSO
4c823b46-9252-4f38-8841-270abff4e057	PlotNodeGrowing	AttributeSO
14d895f0-ae9b-4066-b51b-e9e2dbb72e7f	PlotNodeIdle	AttributeSO
45f049cc-4d1d-4609-be72-d93e68b632e9	PlotNodeQuality	AttributeSO
03b76e93-0cf5-4b95-ac04-14a2550f6714	PlotNodeRefundRating	AttributeSO
f4bb2939-8c7f-4867-94c7-26e6343a752e	PlotNodeResting	AttributeSO
dde75844-fda6-41bb-9138-53207b9d6867	PlotNodeSize	AttributeSO
ffe47fab-bf69-487a-8931-02393157f36f	PotionPower	AttributeSO
5cf33683-070e-4437-a725-1127f4e544a1	Power	AttributeSO
1b5e6166-825f-4d98-9234-98d207284db9	PowerScaling	AttributeSO
9ec73211-ddb3-4d68-80ac-fb4807b6d60a	Quality	AttributeSO
67e30c18-5fac-4b77-8cbd-1f14287ddda4	Quantity	AttributeSO
2d6afd76-ecdc-4312-bc5d-534c2ab87565	RarityValue	AttributeSO
499b11af-def2-40db-b13e-fef2e21d42e5	Rating	AttributeSO
97e81a9e-471e-4179-90de-2c777212b99a	RatingCutoff	AttributeSO
ec8d065d-3cad-4063-8468-e87e8470704d	RatingExamples	AttributeSO
138238c6-333c-4f9a-b7b1-c8a2081c1f75	RatingNextMulti	AttributeSO
4fc7fbc8-8689-44a0-8ca1-71684b23b0eb	RatingUpgradeInfo	AttributeSO
8e7d3e2f-ed88-4202-ac02-c34be669d472	RechargeAttributes	AttributeSO
62d7c6c3-84ae-46ba-9945-be27ed3a950c	RechargeCasting	AttributeSO
6b54907f-b5c3-440c-b54c-ea27d32f449d	RechargeRate	AttributeSO
9cfbf7cd-f812-4c82-8163-8af86a579b58	RecoverySize	AttributeSO
d7b9808b-a1ff-494b-9cc9-02e1492698b9	RelatedComponents	AttributeSO
785dd679-6b9e-42b7-b5e8-6ff337588a1c	RelatedSubTypes	AttributeSO
5bcb6be6-f8c8-4ee8-9e14-2129bf75cc4e	ReplenishMod	AttributeSO
0317db34-08cd-47a1-a8ef-90298634b65b	ReplenishTime	AttributeSO
0afc754c-2846-4052-b32d-ba084c3e64f5	RequirementLevel	AttributeSO
6076a223-49a4-4fbb-a89c-e473ed61d994	ResearchBaseLevels	AttributeSO
2208b843-d45f-4b81-b2a4-646b679d3dc3	ResearchLeewayPoints	AttributeSO
189b1aeb-c726-4680-8b54-29f46bbb81c7	ResearchMaxInvestmentLevel	AttributeSO
f2a1fdd8-8491-430e-9d21-da48fb2fde29	ResearchMaxLevelCapacity	AttributeSO
92cdbfbe-262c-4298-97d1-1d8af6ef8c88	ResearchReqTooLow	AttributeSO
3eafcd87-8325-4d5f-83c6-5a8862d57dd6	ResourceAttributeCost	AttributeSO
4da39fb6-68af-453c-9c21-f8428f3f902a	ResourceRally	AttributeSO
bbab7750-eb7c-4b5e-92ad-a2d49a5ac22d	ResourceRallyMod	AttributeSO
d04c3997-f9f0-4a2f-883d-f94a9b56c679	ResourceRallyThreshold	AttributeSO
72f7f0c0-4827-4fed-8297-2dcb8dcd5c7f	ResourceRate	AttributeSO
eaf72412-03f8-4f6e-b1be-519208b6db84	ResourceRateInterestPercent	AttributeSO
d29ef010-743c-4785-9d13-178e3aed7325	ResourceRateLifetimePercent	AttributeSO
9158f56a-6098-40a4-9233-e4df7f35f381	ResourceRateMaxPercent	AttributeSO
29d38b2a-4ac3-4aa0-b185-70a12bf5cee4	ResourceRateMissingPercent	AttributeSO
e6a8b78f-f78f-4c30-8e53-2e82c1b1e33c	ResourceReservation	AttributeSO
c6c3457a-07ce-47ba-821c-48d603261620	Rest	AttributeSO
dfe9d199-c81a-4570-9bfb-f9b274551ada	ReverberateMod	AttributeSO
b03e7e6e-399e-4afd-b5c1-01e4b12cb6db	ReverberateTime	AttributeSO
1d5a7fe3-478e-4bf7-96d6-33f821858fb3	RitualChainPower	AttributeSO
44bdde45-178c-4cf4-9540-86177d3a2c38	RitualCritDuration	AttributeSO
bdb2ddb9-3201-4502-88be-05c01f691ea6	RitualCritPower	AttributeSO
619f37c6-0d2d-48c8-8686-d0954cb9e8ec	RitualEchoPower	AttributeSO
c90b354d-6dd5-46a3-99b4-76e7c1f4d9e8	RitualEnemyLoot	AttributeSO
5fe07104-c903-4df5-9974-f34932440350	RitualRepeatPenalty	AttributeSO
8203cd1c-70ee-427b-b3a0-d96c9d9007d0	RitualResources	AttributeSO
9bbd28ca-f182-4960-817d-49101a7aa886	RitualSpeed	AttributeSO
f2436069-5044-47b6-82f1-2a6c8419ac9d	SpecialEffect	AttributeSO
00b8083f-fed8-440a-8683-7694b7a71e01	Speed	AttributeSO
a9257067-f509-485f-af0e-c27c98037f6a	SpellCastSpeed	AttributeSO
ca988a97-b7aa-4782-a5de-c3e52e6386a6	SpellLevel	AttributeSO
8435caf4-cb5e-4d92-83fc-39dda07326ef	SpellStocks	AttributeSO
1e577add-9258-4e8f-9c10-d41bc3f07c09	SpellTypeXp	AttributeSO
a8022530-5907-459d-9b10-7feb46be07b0	SpellUpgradeLevel	AttributeSO
37874266-2432-4a41-9592-4f345fd04d5e	SpellWeightReduction	AttributeSO
9ed146c6-de61-4ed1-9654-3f0728f4e553	StructureRank	AttributeSO
c7f39719-5208-4f85-9450-3616b1007a97	StructureRankMod	AttributeSO
50784959-20af-4f76-9f00-96cccfc55e2d	TechnologyTree	AttributeSO
5459f889-48b5-4192-97da-af6a4dbff4cd	TechnologyTreePrereqs	AttributeSO
422dbf76-4d4f-4836-8763-ea59e59be951	TimeScaling	AttributeSO
84c78f93-4652-46a4-8431-26b158f2b79e	TimerParallel	AttributeSO
a2015dca-451f-43f6-af36-4d78c76e2765	TimerSingle	AttributeSO
7c71892d-e51d-45b3-9de0-0dfec0189e16	Toggled	AttributeSO
b3534726-510b-4a43-a62d-aac77c5f8d00	ButtonToggleOff	AttributeSO
599e3920-749c-481a-bd0b-a12b0be775fe	ButtonToggleOn	AttributeSO
9b25629a-0cb7-4137-b5df-3fd0d3032e1c	CancelResearch	AttributeSO
e50f73da-e3b2-49e0-a4b0-bc16a9152b7f	ChallengeAbandon	AttributeSO
f10c6b97-81a4-43eb-b71c-d151a69eb20b	ChallengeActive	AttributeSO
8e63d44c-5c93-4ea8-899a-a1870747b4f6	ChallengeFailed	AttributeSO
6af3a5f4-d412-4ece-aa3d-c3a1755d47a1	ChallengeInactive	AttributeSO
37abd1a3-30a6-40cd-bfed-04e36e2c20cc	ChallengePassed	AttributeSO
ba4a24bb-294f-412a-8011-87c483afb9cc	ChallengePreferences	AttributeSO
2d558af2-686f-49ce-9860-a8a85171da4d	ChallengeQueued	AttributeSO
6da45842-73b8-4540-9028-9e7e62af411d	DiscoveryTreeAlchCraft	AttributeSO
bf6d5c5d-9874-42e2-9633-81ad53dbb88f	DiscoveryTreeConceptCraft	AttributeSO
