id	type	name	displayName
026977c7-9d5e-4762-b67a-8df4163c9a51	AttributeGroupSO	AgromancyPowerGroup	Agromancy Power
027f23bd-e4ac-4795-88ea-78555dbf5854	CharacterSO	HeavyApparition	Heavy
0281788c-e03b-46b9-ba94-ab3acad46c6c	TimeRuneSO	TimeResourcePersist	Resource Persist
02a4902b-f60b-4f1a-bf65-87787a42dff9	AttributeSO	Destroy	Destroy
02c64c96-de30-4e73-bafe-5f454bb58a66	EquipmentSO	PsionicClasps	Psionic Clasps
02cd2e17-0802-41d8-99b6-8201424ced83	StructureTypeSO	ReservesStructures	Reserves
02e0cda8-1c4b-4d93-b9d5-7d318cd352ad	GlyphSO	Formation	Formation
02e74f77-ffa7-4d4a-b758-a912b95107f8	UpgradeSO	BroadenBandwidth	Bandwidth
02ea155f-c751-473b-8e9e-1b548b48d1b5	CombatStatusSO	Broken	Broken
02eac15e-9c92-4d06-b8a2-1275faf7df89	DoubleVariable	TimePlayed	Time Played
02f55f76-bdba-4fa4-841b-da3a62b0d6db	SpellRecipeSO	WhirlingSorcery	Whirling Sorcery
02f7581b-2870-4e94-aa76-e080c127de63	UpgradeSO	LearnInsight	Learn Insight
0317db34-08cd-47a1-a8ef-90298634b65b	AttributeSO	ReplenishTime	Replenish Time
03323033-94c3-4936-b31f-5d103cf22474	UpgradeSO	MagicBookHexes	Book of Hexes
03700f86-4baf-4b81-a108-160d18957f15	KeyBindingVariable	CastSpell5	Spell 5
03b76e93-0cf5-4b95-ac04-14a2550f6714	AttributeSO	PlotNodeRefundRating	Refund Rating
03e1c3d4-9168-439f-b39d-c0b458fc7a16	EquipmentSO	AlchemistsRobe	Alchemist's Robe
03ef5700-afe3-446e-a321-6268bb3047d9	CharacterActionSO	SummonRepeater	Summon Repeater
04225073-8b9b-425c-a4f8-9ffc06070e12	StructureSO	ThaumicBookshelf	Thaumic Volume
042f55c8-2258-4125-b4f4-2388c00f5243	UpgradeSO	ImbueTempered	Imbue Tempered
043d6b17-c28b-4d57-8e7f-4d8ed6f28791	ModifierListVariable	ResearchInvestmentTechnology
0446814d-5261-482a-913c-70a3174c658a	StructureSO	AlchemicDial	Alchemic Dial
04533436-c2a4-46d5-b16f-5725e270ce12	EquipmentSO	SpeedCleaver	Speed Cleaver
045514d0-2a44-44a6-9228-780f5d5bb812	SpellRecipeSO	Enchant	Enchant
046b7ce4-af43-4020-b7e6-f774d6187204	StructureSO	Anvil	Hexsteel Anvil
04758f2c-7e21-4211-aa63-904c4786e43f	CharacterModifierSO	DeadlyModifier	Deadly
04a8e677-0afa-4011-aa94-d8bc565d3d85	PrerequisiteLinkSO	TimeRunesUnlocked
04bc301d-90c6-4d6d-aa25-188e313ed301	GlyphSO	Wrath	Wrath
04bd5335-5741-403b-8328-75a055a42d36	PlotNodeActionSO	PNAForceTreeImbue	Imbue
04c30b0b-eea0-4c44-869c-8872578c618b	PrerequisiteLinkSO	GlyphUpgradesUnlocked
04df5113-13bc-4405-b3ca-4c173b9f70a0	ResearchSO	ReplenishingFlames	Replenishing Flames
04f9efa5-0a2e-4dd5-a1cc-9b393dd41b55	ConsumableSO	HarvestingTonic	Harvesting Tonic
05018748-f93a-4dd6-b63d-b41a9a4d732d	ChallengeSO	SpeedWorld	Speed: World
0504a54d-8c43-4c3f-a469-75cb2b7f2ef9	StructureTypeSO	MachineStructures	Machine
05589125-5a98-4e74-a1ae-2b2146ea68c4	AlchemyRecipeSO	RefineTemperedEssence	Refine Tempered
055aa68c-16c6-441e-aec7-4637da26371d	UpgradeSO	WisdomThaumicGreater	Greater Thaumic Wisdom
057314a6-a333-4216-90e8-8372f48a3282	CraftingInstanceListVariable	AutoCraftInstances
0577e841-23fb-4366-8f24-863d1a14e574	TutorialSO	TutorialOre
0578693a-93d3-49c7-bbeb-a0ea07f147f0	ResearchSO	GreaterCombat	Greater Combat
05895bef-ee78-4ca1-9e6a-34696ef5dabd	ViewSO	MagicCasting	Casting
05c06263-25a7-4e7d-ac8c-ae83b3a92dc8	KeyBindingVariable	GoToTimeRunes	Go To Time Runes
05e1f545-5daa-4bd0-9cbb-8770f4cf6a13	ViewSO	WorkshopArtifactCreate	Create
05f3f222-fac5-458c-a3cd-6c950e5a8326	AttributeSO	ConsumablePrepSpeed	Preparation Speed
061d85e1-f719-48e9-9621-fe7656e589c9	PlotNodeActionSO	PNATreasureTreeEnrich	Enrich
064d395a-4667-4bbb-b3b4-91bb03f67ba3	ResearchSO	ExpertAlchemy	Expert Alchemy
066c47e8-8a30-47bd-9959-0def67449baf	DamageTypeSO	HealingDamage	Healing
067aaa29-3498-406f-9e7a-f91baaeaecbc	SpellRecipeSO	Brilliance	Brilliance
06889e58-ebee-4618-9fe0-67731e30658f	AttributeSO	HarvestSize	Size
068c6512-08ec-4957-88f5-692b14b09501	AlchemyRecipeSO	RefineElementia	Refine Elementia
06a032a1-f7ae-4e7b-9155-4162357afd1f	RecipeBookSO	EvokeRecipeBook	Evoke
06cad0f7-ffe6-4f4f-a3a9-1e29a2052abe	ViewSO	AutoBuyerView
06ea55a2-e580-4591-8d63-edd7c77a6446	PassiveAbilitySO	LearnedTokenPassive	Learned
06f77823-fd0f-479a-a0f6-377b37fa99e3	StructureSO	Authorism	Authorism
072045cf-724e-4dcb-9cbd-2a59793c9a7a	AdvancementSO	AdvEnrichDarkThistle	Enrich Dark Thistle
075fcca6-8c12-4b2a-b690-94deaa2c54d3	SpellRecipeSO	BeamBurst	Beam Burst
07905f3f-8909-424d-917a-a88b827ea86f	AttributeSO	LoadoutEquipmentDeselected	Equipment Excluded
0796ee25-e1f6-4c5c-abba-aad46e02318b	EnchantmentSO	EnchantAdvancement	Advancment
07997069-2e0c-4492-a953-74532a5f8d53	AnimationEffectSO	RayBasic
07c6fe5e-8117-4c73-bced-95b23951da92	StructureSO	Elementalism	Elementalism
07d11cac-d439-4c02-bbab-e5e781f42dc2	DoubleVariable	SpellCriticalLimit	Crit Chance Limit
07dfae7e-76b9-4b38-bf81-38abc40b9ed7	ViewSO	MasteriesEnabled
0811feca-f133-4dfa-b1a3-aa8ce53dab23	UpgradeSO	ExtractionEctoplasm	Ectoplasmic Extraction
0813deee-cb53-4cf0-8f45-6b48b7c43595	GlyphSO	Blooming	Blooming
08385533-db87-4b5c-8564-4f3ed4607723	ResourceTypeSO	SpiritualResourceType	Spiritual
0861aea1-4f80-45f3-a190-1cac2533e41c	AttributeGroupSO	AlchemyPowerGroup	Alchemy Power
0880933f-5a50-461f-9a5c-d275f621f74e	SpellRecipeSO	Profusion	Profusion
088ad634-0218-4a5e-85ed-4bf8eaf057df	LocalizedStringSO	Equipment
088c324c-e283-4081-b153-5cfa179b4365	ModifierListVariable	RitualCompletionCost
08b7c369-a02e-420d-b6e3-dd87a2ce7501	DoubleVariable	TreasureRatingAgromancy	Agromancy Treasure Rating
08d1284e-e1aa-44ef-8dd2-7aa8586aa596	ResearchSO	ConvertMagic	Convert Magic
08e44a1a-2382-40b8-9644-dfcb5e0f5aec	StructureSO	Influence	Influence
092a8852-1a8f-4a69-a798-77e3849d3c0b	RecipeBookSO	RunicRecipeBook	Runic
0982046d-581a-4d3a-9337-a53710294dce	AttributeSO	DiscoveryTreeRequired	Required Component
099158e7-6097-43af-a740-a32920b8d458	CharacterModifierSO	ArmoredModifier	Armored
09a558d5-99bf-498c-8c19-2251d24c025e	DoubleVariable	SpellChargeSpecial	Spell Charge Special
09a8eddb-8672-4ad8-8b3a-04a686002aa9	ScalingWeightSO	HarvestScaling
09a96af6-7838-453d-a19b-507dac6ae034	ConsumableSO	MemoryMixture	Memory Mixture
09ce90c4-de3d-4538-8299-32f24ced93d6	AlchemyRecipeSO	ChannelControl	Channel Control
09d6101a-460d-4ce9-b7d4-46c4abaeadb7	ConsumableSO	ScrollDevelopment	Scroll of Development
09f7e375-9d65-41ee-ba77-07b28330cd9d	ResearchListVariable	SurplusResearches
0a001250-e48d-4376-a7cb-80deffaf307a	KeyBindingVariable	GoToWorkshop	Go To Structures
0a03b3d1-9b3d-4f0b-ab9e-9965b2bced2a	AlchemyRecipeSO	DismantleIronwood	Extract Ironwood
0a13f2d2-ab8c-4b4e-be0d-d9b19a469e0d	AttributeSO	ArtifactExperience	Artifact Experience
0a53ad11-dfd5-42bd-a2fa-d6f669cf6859	ResourceTypeSO	ProgressionResourceType	Progression
0a86c04e-ca7d-42de-ac7f-ee4a492fadfd	AlchemyRecipeSO	AnalyzeMagic	Analyze Magic
0ab25187-a7e8-44a8-a0ac-b5346f241551	TutorialSO	TutorialTemperedEssence
0ab7ba28-8190-4af2-8845-6289eb3e4e5d	GuidVariable	SelectedEquipmentType
0ad5d9b6-0beb-4e9a-a4c3-b1ef3652404d	ResearchSO	GreaterCasting	Greater Casting
0ae50293-6198-49ee-87ab-442254d45474	ResourceSO	Ectoplasm	Ectoplasm
0af5ac72-a50e-4a22-8894-215ecd4562a4	UpgradeSO	WizardryMagebloom	Witchcraft
0afc754c-2846-4052-b32d-ba084c3e64f5	AttributeSO	RequirementLevel	Requirement Level
0b19f88b-8ab8-4c59-8c9c-34c3a577c6d3	UpgradeListVariable	WorkshopScreenUpgrades	Workshop Screen Upgrades
0b1d61e5-b0ef-4083-af03-876156d3ca36	KeyBindingVariable	CastSpell7	Spell 7
0b1f7ec6-33b4-49ed-935e-dc15ce1f53c0	ResearchSO	ReflectiveStagnation	Reflective Stagnation
0b26c4c2-c575-41ee-abff-7bfedaf7cb22	DoubleVariable	SpellFlashEffect	Flash Effect
0b2cb97d-d74e-4953-b925-681a0e9540ba	PassiveAbilitySO	DisintegratingTokenPassive	Disintegrating
0b311a4c-2246-41c9-a950-a3282a6da3af	ResourceSO	Skill	Skill
0b3293e7-ca85-42a0-b875-2ff0ef7a40d8	DoubleVariable	DamageReductionFlat	Flat Damage Reduction
0b54c521-8c14-43fe-b0ee-c3dd904800ac	StructureSO	MagicNotes	Magic Notes
0b5b2f0b-9275-4e7a-a899-c23b80457676	StructureSO	Alterator	Alterator
0b6c36e7-68f0-4a5b-b71a-b44d31472b6c	IntVariable	TotalAgromancyMastery	Total Agromancy Mastery
0b89c628-df3a-4bb6-b9ca-9b2736adcc58	StructureSO	Wellspring	Wellspring
0bfbaec5-def5-4476-a7c7-85fb1d1753fa	AchievementSO	OrbMinimalism	Orb Minimalism
0c139841-0764-4eee-b442-8fece8b0a6bc	DisplayEffectSO	FocusChallenge
0c474598-9ce0-4828-90ee-61c93b04f662	MusicTrackSO	AmbienceTrack2	Ambience 2
0c4b5d92-3bf6-4deb-b2e4-78f4bd871bf3	StructureSO	LiquidPurifier	Liquid Purifier
0c602d25-8647-4360-b305-e6c9bc83abc0	TimeRuneSO	TimeCapacityScaling	Capacity Scaling
0c67fe4d-ccba-43c9-a695-7a66bed7003a	AlchemyRecipeSO	TransmuteSkill	Transmute Skill
0c68e29e-0627-4e18-b001-d60ddf8e53c9	AttributeSO	LearnAlchemy	Learn Alchemy
0c92e86c-5085-4979-998d-50c20f340d09	EquipmentSO	WildGemstone	Wild Gemstone
0c943080-d774-4ef1-a2fc-3dfde5453cb7	RecipeBookSO	ToolRecipeBook	Tool
0cb3326b-b0d6-4626-9bf0-927101d54d2a	ChallengeSO	BoostGlyphs	Boost: Glyphs
0cd85b39-78c3-433b-a146-10cc804a852c	StructureSO	AlchemicalTome	Alchemical Tome
0cea1d90-e772-493b-abec-9fc2ae7f612e	AdvancementSO	AdvTimeSkillBoost	Skill Bost
0cfd8792-a82c-4a89-8921-5c4fe2578c09	PassiveAbilityTypeSO	StatePassiveType	State-based
0d008e6e-8907-4ca7-aa60-e5c0537a3c74	AdvancementSO	AdvMindstone	Cognitating
0d0474b5-f135-4d17-a2e6-288b8aeb20eb	AttributeSO	HiddenComponent	Hidden Component
0d4f5dbc-ddb2-4805-b893-71aa3b0fa7aa	LocalizedStringSO	ResourceType
0d585d53-06bc-4738-844c-c3198e0df795	StructureSO	InfusionArcane	Infuse Arcanum
0d7b1f28-baa2-4164-9cd3-f2d0f7bee426	ConsumableSO	PowerPear	Power Pear
0d9195aa-2fc3-4f55-bf71-3dc33e0a049d	ScalingWeightSO	DurationScaling
0d9370de-57cd-4139-9c23-0a5c13857a98	StructureSO	Passion	Passion
0da2b56e-1b98-4908-a6d9-403f6310dccf	TutorialSO	TutorialOutputLevel
0da2d7a4-e38d-47bd-9134-056dc6b4e3fe	DoubleVariable	RitualEchoRating	Ritual Echo Rating
0dc091e1-c412-4ded-8427-6655a42af733	KeyBindingVariable	MoreInfo	More Info
0dc6112b-0dcc-4906-b016-293a8b3c7c9e	DoubleVariable	TreasureRatingPenalty	Treasure Penalty
0df1841a-8b93-4f6d-8f8d-7c903c0538b2	UpgradeSO	LearnOccultic	Learn Occultic
0dff4114-15a2-4e1f-a953-3f4b1fef3172	ViewSO	RitualsActivate	Rituals
0e48e938-0546-48e7-b73c-d5aeeb9e3589	EquipmentSO	StormCharger	Storm Charger
0e93897f-abb3-457b-a49c-3f6e347cf2a6	UpgradeSO	Construction	Construction
0e9ba47b-bc04-479b-8194-ab407382711c	ModifierListVariable	DiscoveryTreeCostInfinite
0ea7c78a-1d9a-4c30-bf10-1419126c80e2	AchievementSO	MasterStorm	Master Storm
0ed119bf-0449-4d64-9989-1a3f68c7b8a2	IntVariable	BulkDevelopment	Bulk Development
0ed546af-dec8-42ff-8e89-e53a5f86e1de	ResourceListVariable	NonManaCoreResources
0eee2eeb-65e5-4e27-98c4-6c19eaf4b8b3	PlotNodeActionSO	PNAEmptyPlotPlantAcorn	Plant Sapling
0ef6ff35-af5e-485b-b497-db7b1397a3b3	ResearchTypeSO	ArtistryResearch	Artistry
0eff1e6f-8e7d-4bb9-a94b-0d58b12935ba	GlyphSO	Quick	Quick
0f38b02c-b81a-4fcd-9e07-73e09bd38dee	GlyphSO	Insight	Insight
0f508e94-c041-4b94-850c-e7039e541aa2	AchievementSO	MasterArtificer	Master Artificer
0f65d8ce-0911-418f-8a19-042506654b4c	KeyBindingVariable	CastSpell8	Spell 8
0f75c06b-d334-49bb-afbe-c5a560b7588d	ChallengeSO	FocusImprovedInventory	Focus: Improved Inventory
0f8ebe99-d871-4cad-8d3a-b14396731a9e	ConsumableSO	WizardsTonic	Wizard's Tonic
0f942bd7-f25b-46c3-ba62-aba422164220	StructureSO	EssencePurifier	Essence Purifier
0fafd8a7-c42d-4d1f-8332-c9e748318e6b	ModifierListVariable	LevelingXpStandard
0fbee815-f10b-44be-a47e-2a780d3915ff	ViewSO	WorkshopArtifactUpgrade	Upgrade
10233942-a66f-40a1-8a04-7f65428ab418	AnimationEffectSO	ImpactFire
10447429-67be-4b3d-87b9-e4f7dcb8b42f	IntVariable	MaxCraftingInstances	Parallel Crafting Slots
104a1bd4-84e7-4b06-9fa9-366fbf73d560	AnimationEffectSO	RayFireWide
105de618-5890-42c1-af31-f081c4edbbc4	ResearchSO	AscendScholar	Ascend Scholar
106f69b7-8c6a-4ff8-a66b-042b295e980f	StructureSO	Nourish	Nourish
10bd48ad-a536-46a1-a129-641e1b974fab	ResourceTypeSO	NaturalResourceType	Natural
10cc56c7-dc8e-4d5d-8734-7a462064a05b	RecipeBookSO	PrincipleStoneRecipeBook	Principle
10cd03d1-e460-477e-9055-b0bb19a3cbc9	IntVariable	PersistChallengeRerollsLeft	Challenge Rerolls Left
10e13d0f-d75b-4464-99da-f72fa0a3a667	AnimationEffectSO	ImpactFireImmediate
10feb5bc-32a2-44a7-9dee-0b3c2b8427b7	StructureSO	InnateCore	Innate Core
11305964-1e58-4dfa-8c30-4770203f7e3f	EquipmentSO	StaticGauntlets	Static Gauntlets
1171fee5-86df-423e-acb8-23e31b5984bc	AdvancementListVariable	AllAdvancements
11743a8d-1d25-4152-9729-2770bcef8dba	LocalizedStringSO	Structure
117e6039-f3fe-4bfa-9633-61af2981e859	AlchemyRecipeSO	LearningBlooming	Bloomed Learning
1182febf-5fcd-47b1-93cc-5bedf709d8b3	SpellRecipeSO	Undergrowth	Undergrowth
12102214-e33d-478b-a1f7-794940a6489b	EquipmentSO	ScholarsWand	Scholar's Wand
124e93fb-e651-4611-bf8d-854268ec5853	StringVariable	NumberDisplayMode
125d5d0e-b085-4c45-88ba-1afea0d7d9fa	PassiveAbilitySO	ReflectiveMentalLearning	Mental Learning
12979a39-c866-4b6f-926e-dba436e97058	AchievementSO	VoidEnder	Void Ender
129f4d68-0ba9-4274-8078-7e6931f20e77	ViewSO	ScholarResearch	Research
12a14383-12ed-4361-999f-7c984cf74bbb	UpgradeSO	GrowTreesIronwood	Ironwood Trees
12b87d43-a816-4b53-8446-98561390198c	StructureSO	Mentality	Mentality
12bfccbb-730e-467e-b6ad-660f8ef471a7	StructureSO	Summon	Summon
12d82cd9-708e-4275-bd65-a4ef0b8c2fb3	ViewSO	ScholarResearchInnovation	Innovation
12eb2437-5bd7-4069-b02a-e6f1eee8f0c6	GlyphTypeSO	SpellAugmentGlyph	Spell Augment
131a9925-018e-44cf-a9e1-c705cf01535c	ValueModifierVariable	ScalingMinor
131f2455-f6bc-4644-b083-5fdb276276ef	ConsumableSO	FuryPotion	Fury Potion
134a5b91-27e8-4f44-adc0-0cf037b42d88	StructureSO	Conduit	Conduit
1362bfcd-0b99-4b6b-8e5f-93725f4e5c2f	IntVariable	MaxInventorySpace	Inventory Space
1376905e-0da5-4c25-a914-1c574a5ff5b1	LocalizedStringSO	GlyphText
138238c6-333c-4f9a-b7b1-c8a2081c1f75	AttributeSO	RatingNextMulti	Next Multi-Proc at
13f68484-a2db-4e1a-ba90-18de2b0ecacf	AttributeGroupSO	PhysicalSpeedGroup	Physical Speed
14060ec2-d00f-4c47-85e6-cf3f8cc6d426	PlotNodeSO	PlotDreamberry	Dreamberry
14167282-0c32-4e70-9a9f-ab3f69d69b40	UpgradeSO	SparkChaosFinal	Final Spark Chaos
142a6282-abc8-415b-aefb-5bbcb3053eb6	ResearchSO	RitualEchos	Echoing Rituals
143b66a6-5974-42b0-92af-47b4476749b2	AlchemyRecipeSO	DismantleSigils	Extract Sigils
1461b2e6-c5ce-471b-b5a3-e20d96d42102	AlchemyRecipeSO	BrewCraftingPotion	Brew Crafting Potion
14923981-12e8-44a8-8983-f3aac5d25762	UpgradeSO	CreateSpiritStone	Spirit Stone
14961425-1021-4cf6-9e53-e7e2c04d4c0e	UpgradeSO	ImprovedTransmutations	Improved Transmutations
149b723d-3c88-4076-aac6-a907439b414a	HarvestActionTypeSO	MiningActionType	Mining
14b135d5-99ab-41cb-b04b-6dcd985096ef	ResearchSO	UnobtainableResearch	More Dev-Time, thanks :)
14b35ebc-f284-4d53-bd3f-f57a885cf2b1	UpgradeSO	Restoration	Restoration
14c72e51-669c-479e-adbb-c3c13d40b12b	ValueModifierVariable	Scaling_UrnOfExpansion
14c7cfc9-b6bf-4924-883a-061b004c7e47	StructureSO	Forage	Forage
14d895f0-ae9b-4066-b51b-e9e2dbb72e7f	AttributeSO	PlotNodeIdle	Ready
15008541-c7ed-4122-aa09-5bac216b8121	SpellRecipeSO	Supernova	Supernova
1524cfe7-ab03-4bd7-a395-c77132a5151e	AttributeSO	PersistenceRerollChallenges	Reroll Challenges
157ac4a3-ac79-465a-9ded-bd65be4ccb8e	ViewSO	PlayerResources	Resources
15832d06-6e92-4541-9033-c0fb3776ecb8	ScalingWeightSO	ChallengeEffect
15d92d13-ef8b-44d9-b18c-1deb8d965492	PlotNodeActionSO	PNAIronwoodTreeEnrich	Enrich
15fdfe57-05bd-491e-86ea-c1a2e4398b04	AchievementSO	PerfectStudy	Perfect Study
1614158d-6485-4995-90d0-79cc6b4dced4	SpellListVariable	ActiveSpells	Equipped
1614647c-e4fe-4b7a-ae46-05ac20b3786f	StructureSO	ElementalTemperance	Elemental Temperance
164d02f5-64d6-4e29-94e8-eb590ae2aa5c	ConsumableSO	HerbalistsBrew	Herbalist's Brew
164dbfa9-8b9f-4976-9d17-ad3ad6b07a62	ConsumableSO	ScrollEcho	Scroll of Echoing
16509db0-f6ce-4a14-a40c-f000d93a8df6	ResearchSO	AgromancyElementiaSpring	Elementia Spring
166cde99-0d90-4e03-9832-f04dbf37691a	ViewSO	WorldAgromancyDruidryLvs
167f94b8-baf9-4829-98c1-4f2d3af79b86	ViewSO	ScholarTableVisible
168e3734-1ecb-4938-bd4a-d011ff13e201	GlyphSO	Weak	Weak
169e3d4b-954a-4d73-b790-00ef2e2a7ebc	AlchemyRecipeSO	BrewArcanumPotion	Brew Arcanum Potion
16b555ff-3212-4e27-9255-d2a9431602d1	MusicTrackSO	ExploringTheDarkness	Exploring the Darkness
16d6ce2e-af2a-4d16-a38a-6787ed432f3d	ResearchListVariable	AllResearch
1712068d-ca4c-48cd-93e5-331ffc62e64f	AnimationSO	BasicResourceGeneration	Basic Resource Generation
1726ed23-b678-4123-83eb-72eaa5cce28d	StructureSO	ArcaneReserves	Arcane Reserves
172985ef-00a1-4619-a47f-453d515a5192	UpgradeSO	WizardrySpark	Stormshaper
1744be6f-efea-4c48-88d1-ff10d97fa82e	DoubleVariable	SpellStockRestoreSpeed	Stock Restore Speed
178d3eab-e45c-4cfb-8dba-144aa8c13e0c	UpgradeSO	GatherSpace2	Gather Space II
17ea5e2e-ebbb-43c8-84d0-8566cee54bf5	HarvestElementSO	DreamberryFlower	Dreamberry
1810e404-dcab-44e5-9699-1a1160865802	CharacterAttributeSO	DamageReduction	Defense
18266357-55c6-4d68-82da-f751d2bd329a	TutorialSO	TutorialInk
182ce873-3b20-4e74-8c5f-07f057666871	StructureSO	Cauldron	Cauldron
1855e5c3-194f-4287-a434-23be5a68dd75	AdvancementSO	AdvEnrichVoidMoss	Enrich Herbs
186d5c32-3ea7-4539-9b47-0e3e9653ec54	ResearchSO	BulkDevelopmentResearch	Bulk Development
187c5f35-8f6f-4d0e-b87a-b4baa2e4a198	UpgradeSO	AugmentTable	Augment Table
187d11e0-83e7-4af2-acc2-75c6c7b54fef	PassiveAbilitySO	ReflectiveChargedLearning	Charged Learning
18964290-e217-4d14-8788-54706c86e85f	StructureSO	Integration	Integration
189b1aeb-c726-4680-8b54-29f46bbb81c7	AttributeSO	ResearchMaxInvestmentLevel	Max Investment
18aeec4a-230f-4a40-9ad5-6da900e4adfb	GlyphSO	Conductor	Conductor
18c498f5-e4a7-4549-b093-117e206cc043	IntVariable	SummonedLevel
18c8f376-e8a8-4568-9936-a3f8b888c3f0	StructureSO	SpacialCore	Spacial Core
18df64b0-e8cf-4a2a-9da6-0d3acaa2bec1	SpellRecipeSO	PsychicBlast	Psychic Blast
18fad971-4022-4f2b-890d-f3d93ebdc5d1	StructureTypeSO	SwiftStructures	Swift
19147c69-a514-462d-825c-267f2f140546	StructureSO	Agility	Agility
194b18d7-0856-474d-a645-962aaeff5c4b	CharacterSO	CrawlerApparition	Crawler
196355b5-4175-4aa6-a4df-656c4839a169	ChallengeSO	SpecializationAlchemy	Specialization: Alchemy
196cc6f4-a8ce-4670-a6f0-06f3b07e6ac5	PassiveAbilitySO	CursedTokenPassive	Cursed
1971a2b1-0da8-46b3-9dfd-311098694a40	UpgradeSO	ScholarismBeacons	Shining Scholar
197d064e-0b0a-45a2-8cc4-dab8aac87173	StructureSO	Amplifier	Amplifier
19c0e9dc-183b-47a9-b1d3-065347bceebb	AdvancementSO	AdvEnrichFruitTree	Enrich Fruit
19e5cd81-3445-40b9-a0e5-058bc90ee7e9	AttributeSO	Capacity	Capacity
1a0e5b8f-5993-4ae5-9e93-181a8773cda9	AttributeSO	ObjectFavorite	Favorite
1a1c9a36-6caf-4f7b-923e-a63685e75f8f	ConsumableTypeSO	PotionResource	Resource
1a1d55b9-f079-4e79-8ee6-c1b9c7705e12	EquipmentTypeSO	AmuletEquipmentType	Amulet
1a370ff9-fea7-4a2a-bca7-57fdb2862356	TreasurePoolSO	CoreTreasurePool	Random Treasure
1a3af358-133d-4f55-ac3e-5db11e8281c0	UpgradeSO	CrackleCasting	Crackle Casting
1a423610-06f8-40dd-a338-fd20d29b1294	DisplayEffectSO	BalanceChallenge
1a59719b-dc86-4f61-a691-6bb0f7930e3a	DoubleVariable	TimerWorld	World Time
1a5c9324-e978-440d-b6fa-e3f7d47b6bf2	ChallengeSO	WeakenedConcepts	Weakened Concepts
1a5e4acc-4fbd-4d33-ba6e-3ab3c840f751	AdvancementSO	AdvTimeMaterial	Material Boost
1a847485-25e7-44bf-8770-19e573c40fa5	HarvestElementListVariable	AllHarvestElements
1aa20c6a-dae9-4bc2-a780-0541f0fbb982	ChallengeSO	WeakenedCapacities	Weakened Capacities
1aa82a80-8d0f-4827-bf6b-0be51cf9c5fa	AttributeSO	ResearchShowCompleted	Show Completed
1ab06404-18d4-4bca-b86f-f0a8b4552755	AttributeSO	AdditionalInformation	Additional Info
1adf3986-e6e4-4760-ae83-bb0d14cfe9c2	ChallengeSO	FocusImprovedResources	Focus: Improved Resources
1af6f9d1-46e9-4d58-b541-133f4d39e71d	UpgradeSO	FocusAuraWater	Peaceful Focus
1b128968-0672-4a9e-8792-06aa78bc1244	PrerequisiteLinkSO	InnovationTiers
1b4f72f4-80c3-4b49-93d1-8804c103e705	IntVariable	MaxAlchemyResourceSlots	Max Alchemy Resource Slot
1b5e6166-825f-4d98-9234-98d207284db9	AttributeSO	PowerScaling	Power Scaling
1b719aba-2c53-4912-9e61-f80b7cc5542d	ViewListVariable	PlayerStats
1b7e92c4-6e22-44a7-9fab-4452ef8dffe7	PlotNodeTypeSO	TreeNodeType	Tree
